Epoch	Time(sec)	Loss_E	Loss_V	MAE_val(eV)	MAE_test(eV)
39	84.99632739997469	16.84477162361145	29.986706256866455	0.7812144756317139,1.7424770593643188	0.35340672731399536,1.1145339012145996
27	62.7749708998017	123.47928428649902	31.534732818603516	5.889024257659912,2.0209221839904785	5.9205522537231445,1.0793399810791016
40	86.93064089980908	27.766148567199707	30.943768978118896	0.8160520792007446,1.742954969406128	0.30250340700149536,1.0960479974746704
28	64.58246299996972	103.06204986572266	32.48659896850586	5.585901737213135,1.9724578857421875	5.587986946105957,1.0599197149276733
41	88.27406419999897	15.52923047542572	29.000930786132812	0.8416917324066162,1.74701726436615	0.39816924929618835,1.0700666904449463
29	65.8172863998916	92.27689170837402	30.59535312652588	5.251578330993652,1.921442985534668	5.220996379852295,1.039466381072998
42	89.52949669980444	17.951160728931427	30.439029693603516	0.8546788692474365,1.748740553855896	0.482759565114975,1.0631459951400757
30	66.92290589981712	86.1060037612915	30.556822776794434	4.883939743041992,1.8624593019485474	4.8142218589782715,1.0161278247833252
43	90.63451040000655	15.507381439208984	29.497162342071533	0.8604551553726196,1.7520081996917725	0.5288392305374146,1.0526918172836304
31	68.06788129988126	75.87884902954102	30.42598867416382	4.477904796600342,1.7968368530273438	4.363427639007568,0.9903335571289062
44	91.7179318999406	16.648606300354004	30.209867477416992	0.8574001789093018,1.754231333732605	0.5264539122581482,1.0454514026641846
32	69.18919699988328	68.23050880432129	31.030547618865967	4.043127536773682,1.7894799709320068	3.8830273151397705,1.0075384378433228
45	93.15478979982436	16.547718048095703	30.143006801605225	0.8521993160247803,1.7555252313613892	0.5143187642097473,1.0407332181930542
33	70.90530039998703	60.827880859375	30.7018985748291	3.5760865211486816,1.7825368642807007	3.368436574935913,1.0244154930114746
46	94.5998478999827	20.628652334213257	31.664108276367188	0.8489161729812622,1.7577292919158936	0.5106255412101746,1.0342047214508057
34	73.17622799985111	44.075775146484375	29.498472213745117	3.0731101036071777,1.7740232944488525	2.822209119796753,1.0412017107009888
47	97.50991559983231	17.95098578929901	31.010860919952393	0.8467614650726318,1.7599327564239502	0.5163331031799316,1.0277694463729858
35	75.36544619989581	39.48901891708374	30.771125316619873	2.563286781311035,1.7653887271881104	2.267443895339966,1.058032751083374
48	98.9992933999747	15.739610433578491	30.689663887023926	0.8392963409423828,1.7627382278442383	0.4945466220378876,1.0198493003845215
36	76.55335049983114	32.04401254653931	29.743287563323975	2.0449953079223633,1.7554397583007812	1.7093242406845093,1.0758949518203735
49	100.73676359979436	15.927978992462158	28.408409118652344	0.8285982608795166,1.7644827365875244	0.4495558738708496,1.0142244100570679
37	78.58072399999946	23.03817868232727	32.78239297866821	1.5452394485473633,1.745684027671814	1.174817442893982,1.1229560375213623
38	79.82425309997052	21.99110698699951	31.150564670562744	1.1112792491912842,1.7425248622894287	0.7078282237052917,1.1307014226913452
39	80.82590309996158	16.84477162361145	29.986706256866455	0.7812144756317139,1.7424770593643188	0.35340672731399536,1.1145339012145996
40	81.63738500000909	27.766148567199707	30.943768978118896	0.8160520792007446,1.742954969406128	0.30250340700149536,1.0960479974746704
41	82.36980879982002	15.52923047542572	29.000930786132812	0.8416917324066162,1.74701726436615	0.39816924929618835,1.0700666904449463
42	83.19769259984605	17.951160728931427	30.439029693603516	0.8546788692474365,1.748740553855896	0.482759565114975,1.0631459951400757
43	83.87156839994714	15.507381439208984	29.497162342071533	0.8604551553726196,1.7520081996917725	0.5288392305374146,1.0526918172836304
44	84.76721620000899	16.648606300354004	30.209867477416992	0.8574001789093018,1.754231333732605	0.5264539122581482,1.0454514026641846
45	85.77665539993905	16.547718048095703	30.143006801605225	0.8521993160247803,1.7555252313613892	0.5143187642097473,1.0407332181930542
46	86.61743579991162	20.628652334213257	31.664108276367188	0.8489161729812622,1.7577292919158936	0.5106255412101746,1.0342047214508057
47	87.42345419991761	17.95098578929901	31.010860919952393	0.8467614650726318,1.7599327564239502	0.5163331031799316,1.0277694463729858
48	88.02353119989857	15.739610433578491	30.689663887023926	0.8392963409423828,1.7627382278442383	0.4945466220378876,1.0198493003845215
49	89.02100129984319	15.927978992462158	28.408409118652344	0.8285982608795166,1.7644827365875244	0.4495558738708496,1.0142244100570679
