smiles,w1,w2,w3,w4,top_slot,entropy_bits,top_minus_uniform,source
Oc1ccc(cc1)c2ccccc2,0.005157,0.964078,0.015136,0.015629,2,0.275347,0.714078,qdf
O=C1NC(=O)NC(=O)C1(CC)C(C)C,0.019770,0.964016,0.005809,0.010405,2,0.274556,0.714016,qdf
N(Nc1ccccc1)c2ccccc2,0.015816,0.963840,0.015226,0.005117,2,0.276704,0.713840,qdf
Cc1ncc(N(=O)=O)n1CCO,0.010733,0.963800,0.019777,0.005690,2,0.275854,0.713800,qdf
c1ccc2c(c1)cnc3ccccc23,0.011307,0.019652,0.963525,0.005516,3,0.277566,0.713525,qdf
CCCCN(CC)C(=O)SCCC,0.000001,0.002970,0.033780,0.963249,4,0.242096,0.713249,qdf
CNC(=O)C=C(C)OP(=O)(OC)OC,0.002089,0.010747,0.023917,0.963247,4,0.269732,0.713247,qdf
C1Cc2cccc3cccc1c23,0.018294,0.963021,0.005105,0.013579,2,0.281049,0.713021,qdf
C1Cc2ccccc2C1,0.962536,0.020967,0.005502,0.010994,1,0.282770,0.712536,qdf
O=Cc2ccc1OCOc1c2,0.004910,0.962200,0.015013,0.017877,2,0.285883,0.712200,qdf
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,0.004859,0.015284,0.961843,0.018014,3,0.287901,0.711843,qdf
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,0.005719,0.010058,0.022541,0.961682,4,0.286883,0.711682,qdf
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,0.000257,0.019176,0.019176,0.961390,4,0.276463,0.711390,qdf
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,0.018785,0.015590,0.960876,0.004749,3,0.293286,0.710876,qdf
CNC(=O)Oc1ccccc1C(C)C,0.013016,0.004978,0.021237,0.960770,4,0.293098,0.710770,qdf
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,0.000000,0.000515,0.038804,0.960681,4,0.243128,0.710681,qdf
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,0.009752,0.005734,0.024344,0.960170,4,0.294636,0.710170,qdf
CCCC=O,0.017380,0.959640,0.018397,0.004583,2,0.300303,0.709640,qdf
CC1(C)C2CCC1(C)C(O)C2,0.006090,0.008856,0.959335,0.025719,3,0.298491,0.709335,qdf
CCC(=O)C,0.958867,0.026521,0.006528,0.008084,1,0.300567,0.708867,qdf
O=C2NC(=O)C1(CCCCCC1)C(=O)N2,0.016866,0.958633,0.019988,0.004513,2,0.305754,0.708633,qdf
c1ccc2cc3cc4ccccc4cc3cc2c1,0.018150,0.958595,0.004482,0.018773,2,0.306093,0.708595,qdf
CC(C)C(C)C(C)C,0.005557,0.010012,0.958588,0.025843,3,0.302922,0.708588,qdf
CN(C)c1ccccc1,0.005132,0.025222,0.958220,0.011426,3,0.305658,0.708220,qdf
CN(C)C(=O)NC1CCCCCCC1,0.958118,0.021473,0.004527,0.015882,1,0.308297,0.708118,qdf
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,0.000429,0.006278,0.035211,0.958082,4,0.279909,0.708082,qdf
CCc1ccc(C)cc1,0.004442,0.020046,0.957948,0.017564,3,0.309573,0.707948,qdf
CCC(C)C,0.024065,0.004747,0.013429,0.957758,4,0.309186,0.707758,qdf
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,0.025354,0.012862,0.004799,0.956985,4,0.312871,0.706985,qdf
Nc1ccccc1O,0.956776,0.013002,0.025454,0.004768,1,0.314026,0.706776,qdf
CCCCC=C,0.026739,0.011629,0.005021,0.956611,4,0.314006,0.706611,qdf
Oc1cccc2ccccc12,0.004390,0.016652,0.022468,0.956490,4,0.317186,0.706490,qdf
N#Cc1ccccc1,0.956091,0.013292,0.004698,0.025919,1,0.317713,0.706091,qdf
CCCCCCCCCCCCCCCO,0.010332,0.028245,0.005353,0.956070,4,0.315855,0.706070,qdf
CCCCCCCCBr,0.008476,0.012726,0.022773,0.956025,4,0.324749,0.706025,qdf
Nc1nc(O)nc2nc[nH]c12,0.029510,0.006126,0.955843,0.008522,3,0.315881,0.705843,qdf
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,0.955747,0.006087,0.029581,0.008585,1,0.316384,0.705747,qdf
CCCCCCCCCC(=O)OCC,0.017997,0.004286,0.022073,0.955645,4,0.322010,0.705645,qdf
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2,0.004694,0.013161,0.026724,0.955422,4,0.321040,0.705422,qdf
CNC(=O)ON=C(CSC)C(C)(C)C,0.000085,0.015812,0.029183,0.954919,4,0.308098,0.704919,qdf
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,0.954844,0.008091,0.006362,0.030703,1,0.320598,0.704844,qdf
CCCCCCCCCCCCCCCCCCCC,0.015176,0.025963,0.954447,0.004414,3,0.327187,0.704447,qdf
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,0.029372,0.005081,0.011107,0.954441,4,0.324523,0.704441,qdf
CCCCOC=O,0.954351,0.004222,0.023420,0.018006,1,0.328837,0.704351,qdf
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,0.000005,0.000129,0.045986,0.953880,4,0.271028,0.703880,qdf
COc1ccc(C=O)cc1,0.004622,0.013280,0.953605,0.028493,3,0.330268,0.703605,qdf
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,0.021283,0.004097,0.953169,0.021450,3,0.335559,0.703169,qdf
Cc1ccc(O)c(C)c1,0.032995,0.007538,0.006720,0.952748,4,0.330575,0.702748,qdf
CCCCCCCC(=O)C,0.031724,0.010334,0.005265,0.952677,4,0.332582,0.702677,qdf
COC(=O)c1ccccc1C(=O)OC,0.004043,0.951917,0.023496,0.020544,2,0.342118,0.701917,qdf
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,0.006688,0.033942,0.007553,0.951818,4,0.335022,0.701818,qdf
COP(=O)(NC(C)=O)SC,0.000001,0.000481,0.047922,0.951595,4,0.283493,0.701595,qdf
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,0.010288,0.005257,0.951450,0.033004,3,0.338472,0.701450,qdf
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,0.008072,0.006294,0.034326,0.951308,4,0.337632,0.701308,qdf
O=C2NC(=O)C1(CCCC1)C(=O)N2,0.951033,0.024592,0.004012,0.020363,1,0.346683,0.701033,qdf
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.007719,0.006540,0.034782,0.950959,4,0.339147,0.700959,qdf
CC(C)c1ccc(NC(=O)N(C)C)cc1,0.004952,0.033134,0.950613,0.011301,3,0.343345,0.700613,qdf
CCN(=O)=O,0.005234,0.010312,0.033982,0.950472,4,0.343174,0.700472,qdf
CCCCCCCCCO,0.006489,0.007767,0.950055,0.035688,3,0.343427,0.700055,qdf
Nc1c(C)c[nH]c(=O)n1,0.028393,0.017948,0.949593,0.004066,3,0.353143,0.699593,qdf
C1CCOCC1,0.030859,0.949452,0.015428,0.004260,2,0.352306,0.699452,qdf
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,0.035248,0.010074,0.005299,0.949379,4,0.348156,0.699379,qdf
CCC(C)C(=O)C,0.008147,0.006213,0.036601,0.949039,4,0.348352,0.699039,qdf
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,0.003947,0.020248,0.948970,0.026836,3,0.357217,0.698970,qdf
CC(C)O,0.014709,0.004331,0.948959,0.032002,3,0.354173,0.698959,qdf
CCc1ccccc1CC,0.005087,0.035397,0.010717,0.948800,4,0.351451,0.698800,qdf
c1c(OC)c(OC)C2C(=O)OCC2c1,0.037951,0.947363,0.005752,0.008934,2,0.356637,0.697363,qdf
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.006060,0.946933,0.008361,0.038647,2,0.358228,0.696932,qdf
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0.005501,0.009480,0.946856,0.038163,3,0.359414,0.696856,qdf
CCOc1ccc(NC(N)=O)cc1,0.039368,0.007256,0.006875,0.946501,4,0.359761,0.696501,qdf
CCCCc1c(C)nc(nc1O)N(C)C,0.015718,0.033728,0.946371,0.004182,3,0.367405,0.696371,qdf
CC(C)c1ccccc1,0.004851,0.037620,0.946031,0.011498,3,0.365118,0.696031,qdf
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,0.025358,0.003762,0.025446,0.945433,4,0.376045,0.695433,qdf
CCCCCCCCC=C,0.015140,0.004232,0.035229,0.945399,4,0.371533,0.695399,qdf
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.000000,0.004367,0.051559,0.944074,4,0.333171,0.694074,qdf
Nc1nc[nH]n1,0.016222,0.004103,0.035826,0.943848,4,0.379750,0.693848,qdf
O=C1NC(=O)NC(=O)C1(CC)CC,0.011977,0.004723,0.039808,0.943492,4,0.377260,0.693492,qdf
CCCCCCCC(C)O,0.028196,0.003710,0.024646,0.943448,4,0.386025,0.693448,qdf
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,0.000233,0.015527,0.040861,0.943379,4,0.363941,0.693379,qdf
C1CCC=CC1,0.009662,0.943248,0.041682,0.005409,2,0.375996,0.693248,qdf
Cc1cccc(N)c1,0.942662,0.003966,0.017720,0.035651,1,0.386528,0.692662,qdf
c2cnc1ncncc1n2,0.942070,0.034734,0.003856,0.019341,1,0.390490,0.692070,qdf
CCC#CCC,0.028876,0.941641,0.003655,0.025827,2,0.395190,0.691641,qdf
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0.000011,0.006821,0.052374,0.940795,4,0.354946,0.690795,qdf
CCCCCCCCC(=O)OCC,0.004957,0.043450,0.940594,0.010999,3,0.389210,0.690594,qdf
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0.045071,0.008994,0.005699,0.940236,4,0.388752,0.690236,qdf
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0.004792,0.044985,0.011621,0.938602,4,0.398695,0.688602,qdf
CC(O)C(C)(C)C,0.938586,0.003721,0.021335,0.036358,1,0.408128,0.688586,qdf
CCCCCBr,0.010245,0.025639,0.025639,0.938477,4,0.424710,0.688477,qdf
CCCCCCCCCCCCO,0.007586,0.047452,0.938379,0.006583,3,0.395897,0.688379,qdf
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,0.016527,0.004034,0.041241,0.938198,4,0.405954,0.688198,qdf
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,0.020641,0.020641,0.020641,0.938078,4,0.433170,0.688078,qdf
O=C1NC(=O)C(=O)N1,0.047427,0.008696,0.938022,0.005855,3,0.398124,0.688022,qdf
OCC(O)C(O)C(O)C(O)CO,0.028848,0.003551,0.937558,0.030044,3,0.415601,0.687558,qdf
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,0.022299,0.037642,0.003662,0.936396,4,0.418875,0.686396,qdf
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,0.935698,0.020885,0.003718,0.039698,1,0.421085,0.685698,qdf
CCCOC(=O)CC,0.004583,0.047445,0.935408,0.012563,3,0.413694,0.685408,qdf
CC1(C)C2CCC1(C)C(=O)C2,0.044010,0.016586,0.935386,0.004018,3,0.418517,0.685386,qdf
CC(=O)OCC(COC(=O)C)OC(=O)C,0.004060,0.016167,0.044453,0.935320,4,0.418349,0.685320,qdf
CCC#C,0.935240,0.021140,0.039917,0.003703,1,0.423354,0.685240,qdf
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,0.014476,0.047248,0.004262,0.934014,4,0.422056,0.684014,qdf
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2,0.933244,0.047145,0.015478,0.004133,1,0.426582,0.683244,qdf
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O,0.003616,0.022683,0.931816,0.041885,3,0.439890,0.681816,qdf
COc2c1occc1cc3ccc(=O)oc23,0.931650,0.005605,0.009253,0.053492,1,0.425570,0.681650,qdf
CCOC=O,0.052097,0.931546,0.004824,0.011533,2,0.428742,0.681546,qdf
CCCCCCc1ccccc1,0.008611,0.054839,0.005938,0.930611,4,0.429240,0.680611,qdf
c2ccc1[nH]ncc1c2,0.054558,0.930534,0.009333,0.005575,2,0.430258,0.680534,qdf
CC1CCCC1,0.003554,0.042372,0.024107,0.929967,4,0.449136,0.679967,qdf
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,0.000000,0.005928,0.064163,0.929909,4,0.395565,0.679909,qdf
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,0.012333,0.004642,0.053159,0.929866,4,0.436786,0.679866,qdf
CCC(O)(CC)CC,0.003487,0.040262,0.026438,0.929813,4,0.451245,0.679813,qdf
CN(C)C(=O)C(c1ccccc1)c2ccccc2,0.055990,0.929442,0.005934,0.008634,2,0.434043,0.679442,qdf
COC(=O)c1ccccc1,0.018260,0.929341,0.003862,0.048537,2,0.446518,0.679341,qdf
CC(=O)c1ccccc1,0.051220,0.004105,0.928949,0.015726,3,0.445118,0.678949,qdf
CCCCCC(O)CC,0.054277,0.013126,0.928108,0.004489,3,0.445119,0.678108,qdf
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,0.014970,0.052765,0.928065,0.004200,3,0.447811,0.678065,qdf
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,0.024496,0.024496,0.024496,0.926511,4,0.495291,0.676511,qdf
C(c1ccccc1)c2ccccc2,0.009256,0.005640,0.926208,0.058896,3,0.447723,0.676208,qdf
O=N(=O)c1cccc(c1)N(=O)=O,0.011415,0.926179,0.004878,0.057528,2,0.450582,0.676179,qdf
CCCC=C(CC)C=O,0.005222,0.925807,0.058674,0.010298,2,0.450577,0.675807,qdf
Cc1cc(no1)C(=O)NNCc2ccccc2,0.925496,0.043842,0.003444,0.027219,1,0.470866,0.675496,qdf
CCCCOC(=O)c1ccc(N)cc1,0.003462,0.026430,0.044935,0.925173,4,0.471776,0.675173,qdf
CNC(=O)Oc1cccc2CC(C)(C)Oc12,0.003518,0.924950,0.046939,0.024593,2,0.471389,0.674950,qdf
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,0.924874,0.009261,0.005649,0.060217,1,0.453044,0.674874,qdf
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,0.008788,0.060661,0.005888,0.924663,4,0.453390,0.674663,qdf
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O,0.036285,0.003335,0.036172,0.924208,4,0.479363,0.674208,qdf
CCCC(=O)CC,0.923861,0.061312,0.005741,0.009086,1,0.456862,0.673861,qdf
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,0.006278,0.012245,0.057645,0.923832,4,0.466598,0.673832,qdf
COCCCNc1nc(NC(C)C)nc(SC)n1,0.000061,0.000175,0.076635,0.923129,4,0.393560,0.673129,qdf
CCc1ccc(CC)cc1,0.004262,0.058615,0.922490,0.014633,3,0.470006,0.672490,qdf
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,0.000289,0.024579,0.052711,0.922421,4,0.466072,0.672421,qdf
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,0.054501,0.020105,0.921662,0.003732,3,0.480662,0.671662,qdf
CCC(C)CO,0.007850,0.921517,0.064114,0.006519,2,0.464993,0.671517,qdf
CCCOC,0.035920,0.921353,0.039421,0.003306,2,0.492402,0.671353,qdf
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O,0.005010,0.011054,0.062834,0.921102,4,0.470188,0.671102,qdf
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,0.000978,0.036242,0.041768,0.921012,4,0.483930,0.671012,qdf
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,0.011420,0.004907,0.062732,0.920941,4,0.471345,0.670941,qdf
Nc1ccccc1,0.019224,0.920883,0.056099,0.003794,2,0.482746,0.670883,qdf
Cc1cc(C)c(O)c(C)c1,0.009779,0.005459,0.064374,0.920388,4,0.471234,0.670388,qdf
CCCOC(C)C,0.003286,0.919254,0.040890,0.036571,2,0.501912,0.669253,qdf
Cc1cc(C)cc(O)c1,0.019933,0.057343,0.003747,0.918977,4,0.491317,0.668977,qdf
CCCCCC1CCCC1,0.003487,0.918017,0.025183,0.053313,2,0.500996,0.668017,qdf
O=N(=O)c1ccccc1,0.004377,0.014064,0.916366,0.065193,3,0.493086,0.666366,qdf
CCOC(=O)c1ccc(N)cc1,0.916127,0.029101,0.003372,0.051401,1,0.512064,0.666127,qdf
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,0.019345,0.060946,0.003795,0.915914,4,0.502688,0.665914,qdf
O=c1cc[nH]c(=O)[nH]1,0.915758,0.044990,0.035984,0.003267,1,0.517141,0.665758,qdf
