smiles,w1,w2,w3,w4,top_slot,entropy_bits,top_minus_uniform,source
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,0.138749,0.053074,0.078455,0.729723,4,1.239973,0.479723,qdf
CCOC(=O)CC(=O)OCC,0.051464,0.082451,0.728527,0.137558,3,1.243705,0.478527,qdf
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,0.047593,0.121864,0.728462,0.102081,3,1.248174,0.478462,qdf
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,0.055656,0.072514,0.143880,0.727950,4,1.242354,0.477950,qdf
CC(=O)c1ccccc1,0.142944,0.054199,0.727595,0.075263,3,1.243796,0.477595,qdf
C1Cc2cccc3cccc1c23,0.089874,0.726519,0.049192,0.134415,2,1.250194,0.476519,qdf
CC(=O)N,0.048960,0.726438,0.133701,0.090902,2,1.250640,0.476438,qdf
Cc1ccc(C)c(C)c1,0.131975,0.093407,0.048436,0.726182,4,1.251829,0.476182,qdf
CC(C)c1ccccc1,0.049872,0.138944,0.724894,0.086290,3,1.252831,0.474894,qdf
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2,0.052363,0.078687,0.144219,0.724731,4,1.250948,0.474731,qdf
CCCCCCCC(=O)OC,0.147155,0.724349,0.074136,0.054360,2,1.250489,0.474348,qdf
CCC(CC)C=O,0.049951,0.085618,0.140444,0.723987,4,1.254632,0.473987,qdf
CCCCOCCCC,0.723893,0.046990,0.101219,0.127898,1,1.258677,0.473893,qdf
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,0.109337,0.723670,0.046321,0.120672,2,1.260244,0.473670,qdf
C(c1ccccc1)c2ccccc2,0.060433,0.064818,0.723651,0.151098,3,1.250171,0.473651,qdf
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,0.102415,0.046641,0.722290,0.128654,3,1.262567,0.472290,qdf
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,0.721956,0.105332,0.046320,0.126391,1,1.263800,0.471956,qdf
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,0.115309,0.119437,0.719748,0.045505,3,1.269838,0.469748,qdf
Cc1cc(no1)C(=O)NNCc2ccccc2,0.719603,0.083415,0.050136,0.146845,1,1.263438,0.469604,qdf
CNC(=O)Oc1cccc2ccccc12,0.719389,0.140899,0.047950,0.091763,1,1.266522,0.469389,qdf
C=CC#N,0.719263,0.128762,0.045891,0.106084,1,1.270102,0.469263,qdf
O=C1NC(=O)NC(=O)C1(C)C,0.051146,0.719187,0.149337,0.080330,2,1.263313,0.469187,qdf
c1(O)c(C)ccc(C(C)C)c1,0.045569,0.719026,0.125100,0.110305,2,1.271193,0.469026,qdf
O=C1NC(=O)NC(=O)C1(CC)CC,0.068301,0.057119,0.156469,0.718110,4,1.262132,0.468110,qdf
CC(C)OC(=O)C,0.052102,0.077602,0.718004,0.152292,3,1.264910,0.468004,qdf
CC(C)Cc1ccccc1,0.717353,0.154859,0.053603,0.074186,1,1.265194,0.467353,qdf
Cc1cccc(N)c1,0.716803,0.052813,0.075727,0.154657,1,1.266806,0.466803,qdf
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,0.067414,0.716502,0.158506,0.057578,2,1.265240,0.466502,qdf
CCCCCCCCCC(=O)OCC,0.072359,0.054464,0.156809,0.716368,4,1.266689,0.466368,qdf
CCO,0.108217,0.045147,0.131930,0.714705,4,1.280785,0.464705,qdf
CC1=CC(=O)CC(C)(C)C1,0.713178,0.142585,0.046173,0.098064,1,1.281860,0.463178,qdf
CC(=C)C=C,0.161849,0.713101,0.068644,0.056406,2,1.272351,0.463101,qdf
CCCCc1c(C)nc(NCC)[nH]c1=O,0.050900,0.079339,0.157430,0.712330,4,1.277229,0.462330,qdf
CO,0.050952,0.158346,0.079061,0.711641,4,1.278534,0.461641,qdf
CC(C)c1ccc(NC(=O)N(C)C)cc1,0.078248,0.051068,0.708985,0.161698,3,1.283603,0.458985,qdf
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,0.046286,0.094183,0.152971,0.706561,4,1.294625,0.456561,qdf
COc1ccc(C=O)cc1,0.050015,0.080468,0.706292,0.163224,3,1.289840,0.456293,qdf
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,0.054430,0.705869,0.168820,0.070880,2,1.287217,0.455869,qdf
CC(=C)C1CC=C(C)C(=O)C1,0.098937,0.045309,0.704910,0.150844,3,1.299701,0.454910,qdf
CC(C)CCOC=O,0.071112,0.054218,0.704777,0.169893,3,1.289406,0.454777,qdf
NC(=O)N,0.044550,0.104240,0.146456,0.704755,4,1.301654,0.454755,qdf
Oc1cccc2ccccc12,0.043294,0.121543,0.130614,0.704549,4,1.305177,0.454549,qdf
N#Cc1ccccc1,0.703399,0.160586,0.047282,0.088734,1,1.298984,0.453399,qdf
CCCCC(O)CC,0.130086,0.123589,0.703228,0.043098,3,1.308261,0.453228,qdf
CC(C)CCO,0.063039,0.059880,0.174466,0.702614,4,1.291842,0.452614,qdf
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,0.701669,0.043046,0.135750,0.119535,1,1.311398,0.451669,qdf
CCCC(C)(C)CO,0.141387,0.113670,0.701577,0.043366,3,1.310690,0.451577,qdf
O=Cc2ccc1OCOc1c2,0.042904,0.701139,0.133993,0.121964,2,1.312811,0.451139,qdf
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,0.158418,0.094708,0.045781,0.701093,4,1.306018,0.451093,qdf
Cc1c2ccccc2c(C)c3ccccc13,0.700736,0.055035,0.069295,0.174934,1,1.296598,0.450736,qdf
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,0.093075,0.699452,0.161467,0.046006,2,1.308665,0.449452,qdf
O=N(=O)OCC(CON(=O)=O)ON(=O)=O,0.164005,0.090220,0.046633,0.699142,4,1.308089,0.449142,qdf
CCOc1ccc(NC(N)=O)cc1,0.179226,0.057019,0.066105,0.697649,4,1.301583,0.447649,qdf
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,0.697366,0.050447,0.174297,0.077890,1,1.306138,0.447366,qdf
CCCCc1ccccc1,0.046280,0.090995,0.696382,0.166343,3,1.313851,0.446382,qdf
Cc1cccc2ccccc12,0.055188,0.696119,0.180089,0.068605,2,1.305039,0.446119,qdf
CCCCCCCCC(=O)C,0.695774,0.042571,0.143644,0.118012,1,1.323923,0.445774,qdf
CCCCCCCCCCCCCC,0.045261,0.693194,0.094825,0.166720,2,1.321746,0.443194,qdf
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,0.692845,0.045904,0.169509,0.091741,1,1.321050,0.442845,qdf
Fc1c[nH]c(=O)[nH]c1=O,0.099445,0.163383,0.692783,0.044389,3,1.324491,0.442783,qdf
CCCCCC(=O)OCC,0.160763,0.104446,0.043544,0.691247,4,1.329464,0.441247,qdf
CCCCCCC(=O)C,0.126165,0.041802,0.691099,0.140934,3,1.335058,0.441099,qdf
C1CCOCC1,0.159377,0.043248,0.690832,0.106543,3,1.331042,0.440832,qdf
CCC(O)(CC)CC,0.044315,0.166079,0.690505,0.099101,3,1.328814,0.440505,qdf
c1ccccc1(OC(=O)NC),0.690233,0.042227,0.150921,0.116619,1,1.335229,0.440233,qdf
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,0.056004,0.066883,0.689903,0.187210,3,1.315880,0.439903,qdf
C(Cc1ccccc1)c2ccccc2,0.127739,0.041600,0.141329,0.689332,4,1.338992,0.439332,qdf
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO,0.688588,0.162585,0.043231,0.105596,1,1.335151,0.438588,qdf
CCCc1ccccc1,0.041485,0.688492,0.129396,0.140627,2,1.340932,0.438492,qdf
OC1CCCCCCC1,0.083912,0.688168,0.180132,0.047788,2,1.326119,0.438168,qdf
N(Nc1ccccc1)c2ccccc2,0.189473,0.687940,0.066179,0.056408,2,1.319201,0.437940,qdf
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,0.124011,0.041574,0.687352,0.147063,3,1.342679,0.437352,qdf
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,0.041373,0.687199,0.129369,0.142059,2,1.343682,0.437199,qdf
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,0.177817,0.090715,0.685686,0.045781,3,1.334099,0.435686,qdf
CCNc1ccccc1,0.078081,0.186555,0.685590,0.049774,3,1.327953,0.435590,qdf
CCCCCc1ccccc1,0.105767,0.684778,0.166462,0.042993,2,1.342653,0.434778,qdf
CCCC=C,0.116710,0.683558,0.157962,0.041770,2,1.348782,0.433558,qdf
c2ccc1[nH]ncc1c2,0.194999,0.683416,0.060303,0.061282,2,1.326398,0.433416,qdf
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,0.073070,0.191611,0.051971,0.683348,4,1.329645,0.433348,qdf
O2c1ccccc1N(C)C(=O)c3cccnc23,0.052750,0.192571,0.071584,0.683095,4,1.329475,0.433095,qdf
O=Cc1ccco1,0.683068,0.195178,0.063357,0.058397,1,1.327173,0.433068,qdf
CCCC(C)(O)CC,0.682644,0.083123,0.186436,0.047797,1,1.335755,0.432644,qdf
C1CCOC1,0.682559,0.041760,0.159589,0.116092,1,1.350586,0.432559,qdf
NC(N)=NC#N,0.682110,0.166988,0.108383,0.042519,1,1.348824,0.432110,qdf
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,0.682020,0.068752,0.054378,0.194851,1,1.330299,0.432020,qdf
O=C1NC(=O)C(=O)N1,0.196703,0.059395,0.681744,0.062158,3,1.329317,0.431744,qdf
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,0.045756,0.182611,0.090066,0.681566,4,1.341329,0.431566,qdf
CCC1CCCCC1,0.680742,0.069519,0.053847,0.195892,1,1.332768,0.430741,qdf
O2c1ccccc1N(CC)C(=O)c3ccccc23,0.680482,0.145257,0.133534,0.040728,1,1.358169,0.430482,qdf
CCCC(C)CO,0.680385,0.107504,0.169573,0.042538,1,1.351780,0.430385,qdf
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,0.118486,0.041402,0.160322,0.679789,4,1.356753,0.429789,qdf
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2,0.046781,0.187589,0.679638,0.085992,3,1.342633,0.429638,qdf
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O),0.062910,0.058598,0.199390,0.679102,4,1.333878,0.429102,qdf
CCCCCCCCCCCCCCCC,0.678687,0.049901,0.194315,0.077097,1,1.339632,0.428687,qdf
CCCCCCCCCCCCCCO,0.101196,0.176918,0.678525,0.043360,3,1.352487,0.428525,qdf
Cc1cc(C)cc(O)c1,0.160522,0.123179,0.040823,0.675476,4,1.366499,0.425476,qdf
O=N(=O)c1cccc2ccccc12,0.675225,0.096629,0.044041,0.184105,1,1.356209,0.425225,qdf
CCC,0.040192,0.139817,0.674792,0.145200,3,1.370378,0.424792,qdf
CC(C)c1ccccc1C,0.045054,0.091790,0.674448,0.188708,3,1.354979,0.424448,qdf
CC(=O)C(C)(C)C,0.042776,0.103066,0.182402,0.671756,4,1.365736,0.421755,qdf
CCCCC(CC)CO,0.204006,0.671049,0.073806,0.051139,2,1.350923,0.421049,qdf
CCCCCC,0.200988,0.079408,0.048689,0.670915,4,1.354062,0.420915,qdf
CCCCCC(O)CC,0.187503,0.043548,0.670658,0.098291,3,1.365209,0.420658,qdf
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,0.177255,0.669488,0.041527,0.111730,2,1.373874,0.419488,qdf
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O,0.046966,0.199461,0.084187,0.669386,4,1.359340,0.419386,qdf
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,0.668170,0.039704,0.140363,0.151764,1,1.383916,0.418170,qdf
CCCCCC(C)C,0.668156,0.179533,0.110726,0.041586,1,1.375854,0.418156,qdf
CC1=C(CCCO1)C(=O)Nc2ccccc2,0.059239,0.061679,0.667580,0.211502,3,1.352650,0.417580,qdf
CC(C)C(C)C(C)C,0.062469,0.058507,0.211928,0.667095,4,1.353500,0.417095,qdf
c3ccc2c(O)c1ccccc1cc2c3,0.209355,0.051827,0.666627,0.072190,3,1.357368,0.416627,qdf
Cn1ccc(=O)[nH]c1=O,0.666606,0.124062,0.169039,0.040294,1,1.383766,0.416606,qdf
CCOC(=O)c1ccc(O)cc1,0.665628,0.045551,0.200189,0.088632,1,1.368268,0.415628,qdf
COc2c1occc1c(OC)c3c(=O)cc(C)oc23,0.059628,0.665577,0.061189,0.213606,2,1.355791,0.415576,qdf
CC(=O)OCC(COC(=O)C)OC(=O)C,0.664807,0.040086,0.169203,0.125904,1,1.387694,0.414807,qdf
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,0.079424,0.207924,0.048478,0.664173,4,1.365156,0.414173,qdf
COc1nc(NC(C)C)nc(NC(C)C)n1,0.662767,0.039319,0.142432,0.155483,1,1.394836,0.412767,qdf
CC(C)C(=O)C,0.661644,0.043514,0.096902,0.197939,1,1.379903,0.411644,qdf
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,0.661425,0.041135,0.185083,0.112357,1,1.388608,0.411425,qdf
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,0.661243,0.039245,0.158021,0.141491,1,1.397721,0.411243,qdf
CN(=O)=O,0.661073,0.171467,0.127660,0.039800,1,1.395166,0.411073,qdf
O=C1c2ccccc2C(=O)c3ccccc13,0.658900,0.057851,0.062923,0.220326,1,1.366322,0.408900,qdf
C=CC=C,0.194221,0.106680,0.041727,0.657372,4,1.392696,0.407372,qdf
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,0.656313,0.044604,0.091302,0.207781,1,1.385160,0.406313,qdf
CCC(O)C(C)C,0.039767,0.124008,0.654287,0.181939,3,1.406174,0.404287,qdf
CC(=C)C(=C)C,0.216730,0.653929,0.047234,0.082107,2,1.382963,0.403929,qdf
CC#C,0.139704,0.653760,0.038892,0.167643,2,1.411686,0.403760,qdf
C/C1CCC(\C)CC1,0.651922,0.222096,0.076694,0.049288,1,1.382669,0.401922,qdf
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0.040355,0.116089,0.650556,0.193000,3,1.409103,0.400556,qdf
CCC=O,0.040002,0.119447,0.190602,0.649950,4,1.411739,0.399950,qdf
COC(=O)c1ccccc1,0.040608,0.649890,0.195894,0.113607,2,1.408951,0.399890,qdf
Cc1ncc(N(=O)=O)n1CCO,0.230038,0.649515,0.062341,0.058106,2,1.380187,0.399515,qdf
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.048988,0.077271,0.649458,0.224283,3,1.386704,0.399458,qdf
OCC(O)CO,0.059855,0.648833,0.230873,0.060439,2,1.381014,0.398833,qdf
CC(C)(C)CO,0.074558,0.647501,0.227778,0.050164,2,1.387982,0.397501,qdf
CN(C)C(=O)NC1CCCCCCC1,0.074479,0.646074,0.050172,0.229275,2,1.390017,0.396074,qdf
CCCOCC,0.644831,0.157928,0.159125,0.038115,1,1.430311,0.394831,qdf
OC1C(O)C(O)C(O)C(O)C1O,0.143723,0.174244,0.643733,0.038300,3,1.430795,0.393733,qdf
Cc1cncc(C)c1,0.205805,0.643669,0.040938,0.109588,2,1.416800,0.393669,qdf
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.640035,0.037878,0.166752,0.155335,1,1.439158,0.390035,qdf
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,0.048522,0.639465,0.077930,0.234083,2,1.401600,0.389465,qdf
CC1CO1,0.100467,0.218345,0.638924,0.042264,3,1.418243,0.388924,qdf
CC(C)COC(=O)C,0.139707,0.038230,0.638001,0.184062,3,1.439825,0.388001,qdf
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,0.637986,0.193745,0.129454,0.038814,1,1.436172,0.387986,qdf
CC1=CCCCC1,0.239791,0.637888,0.069836,0.052485,2,1.399080,0.387888,qdf
CCC(C)(O)CC,0.045868,0.637663,0.231187,0.085282,2,1.409230,0.387663,qdf
Cc1ncnc2nccnc12,0.044675,0.636550,0.229405,0.089369,2,1.413784,0.386550,qdf
CCCCCCC=C,0.202849,0.122077,0.039343,0.635731,4,1.436360,0.385731,qdf
CC(C)(C)CCO,0.634769,0.237154,0.047360,0.080716,1,1.410046,0.384769,qdf
c1ccc2c(c1)ccc3ccccc32,0.053595,0.067930,0.244600,0.633876,4,1.403643,0.383876,qdf
O=C2NC(=O)C1(CCCC1)C(=O)N2,0.631990,0.059485,0.060454,0.248071,1,1.404211,0.381990,qdf
O=N(=O)c1cccc(c1)N(=O)=O,0.128595,0.630629,0.038669,0.202108,2,1.447661,0.380629,qdf
Cc1cccc(C)c1,0.630317,0.222432,0.106102,0.041149,1,1.434859,0.380317,qdf
Cc1cc(C)cc(C)c1,0.037395,0.630085,0.157624,0.174896,2,1.457243,0.380085,qdf
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,0.041954,0.227880,0.629022,0.101144,3,1.433194,0.379022,qdf
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C,0.628644,0.067115,0.250189,0.054052,1,1.410194,0.378644,qdf
CC1CCCCC1NC(=O)Nc2ccccc2,0.628543,0.148060,0.185827,0.037569,1,1.458134,0.378543,qdf
CC(C)c1ccc(C)cc1,0.628493,0.169016,0.037253,0.165238,1,1.460605,0.378493,qdf
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,0.175778,0.159109,0.037278,0.627834,4,1.461349,0.377834,qdf
