smiles,w1,w2,w3,w4,top_slot,entropy_bits,top_minus_uniform,source
CCC(C)(C)C,0.100762,0.083597,0.757598,0.058043,3,1.174712,0.507598,qdf
O=C1NC(=O)NC(=O)C1(C)CC=C,0.107119,0.757435,0.062139,0.073307,2,1.174234,0.507435,qdf
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,0.757152,0.060487,0.106199,0.076161,1,1.175179,0.507152,qdf
O2c1ccccc1N(CC)C(=O)c3ccccc23,0.056921,0.087372,0.756780,0.098927,3,1.177057,0.506780,qdf
CCC#N,0.075706,0.060535,0.756737,0.107022,3,1.176169,0.506737,qdf
CCC=O,0.088515,0.756381,0.098528,0.056575,2,1.178142,0.506381,qdf
c1ccoc1,0.755786,0.102078,0.056873,0.085263,1,1.179449,0.505786,qdf
CCCCCC(C)(C)O,0.062922,0.755769,0.071005,0.110304,2,1.178161,0.505769,qdf
Nc3cc2c1ccccc1ccc2c4ccccc34,0.080652,0.105558,0.058092,0.755697,4,1.179250,0.505697,qdf
c1ccc2c(c1)cnc3ccccc23,0.055361,0.092237,0.754503,0.097899,3,1.183133,0.504503,qdf
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,0.754161,0.070705,0.112636,0.062498,1,1.182052,0.504161,qdf
CCCCCCCCCCCCCCCCO,0.103888,0.754069,0.056038,0.086006,2,1.183857,0.504069,qdf
COc1nc(NC(C)C)nc(NC(C)C)n1,0.752564,0.054356,0.096916,0.096164,1,1.188214,0.502564,qdf
Cc1cccnc1C,0.750941,0.092305,0.102820,0.053934,1,1.192245,0.500941,qdf
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,0.075702,0.115340,0.750569,0.058390,3,1.191263,0.500569,qdf
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,0.069643,0.750545,0.062014,0.117798,2,1.190650,0.500545,qdf
CCCCCCC#C,0.111379,0.082566,0.750373,0.055682,3,1.192675,0.500373,qdf
CCOC(=O)CC(=O)OCC,0.107594,0.750100,0.054277,0.088029,2,1.194006,0.500100,qdf
CC(C)COC(=O)C,0.065640,0.749703,0.119520,0.065137,2,1.192456,0.499703,qdf
CCCCc1c(C)nc(NCC)[nH]c1=O,0.053597,0.091328,0.105462,0.749613,4,1.195530,0.499613,qdf
Nc1ncnc2nc[nH]c12,0.059731,0.072542,0.749322,0.118406,3,1.193852,0.499322,qdf
Nc1ccc(O)cc1,0.086523,0.110288,0.054240,0.748948,4,1.196693,0.498948,qdf
Cc1cccc(O)c1,0.063011,0.120398,0.748885,0.067705,3,1.194443,0.498885,qdf
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,0.748332,0.088485,0.109523,0.053661,1,1.198450,0.498332,qdf
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,0.119891,0.072891,0.059174,0.748044,4,1.196929,0.498044,qdf
CN(C)c1ccccc1,0.085263,0.054280,0.112428,0.748029,4,1.198790,0.498029,qdf
C1CCCCCCC1,0.107863,0.053096,0.091134,0.747907,4,1.199783,0.497907,qdf
CC(C)c1ccccc1C,0.122875,0.746775,0.061509,0.068841,2,1.199467,0.496775,qdf
Fc1ccccc1,0.122722,0.060004,0.746421,0.070853,3,1.200500,0.496421,qdf
Cc1cccc(C)c1C,0.067373,0.125292,0.745112,0.062222,3,1.203217,0.495112,qdf
OC1CCCCCC1,0.095956,0.107811,0.744633,0.051600,3,1.208347,0.494633,qdf
CCOC(=O)C,0.051470,0.743967,0.095416,0.109148,2,1.209962,0.493967,qdf
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO,0.743939,0.126301,0.060451,0.069309,1,1.206094,0.493939,qdf
CC(C)(C)Cc1ccccc1,0.127531,0.064443,0.743554,0.064472,3,1.206690,0.493554,qdf
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,0.743445,0.051045,0.106461,0.099049,1,1.211502,0.493445,qdf
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,0.059886,0.069647,0.127962,0.742506,4,1.209430,0.492506,qdf
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),0.074680,0.056837,0.742197,0.126286,3,1.210904,0.492197,qdf
CCC(O)C(C)C,0.741903,0.064013,0.129605,0.064479,1,1.210444,0.491903,qdf
CCN2c1ccccc1N(C)C(=O)c3ccccc23,0.072073,0.127840,0.741887,0.058200,3,1.211186,0.491887,qdf
CCC(C)C(C)C,0.093775,0.051095,0.113452,0.741679,4,1.215425,0.491679,qdf
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,0.128817,0.059170,0.070418,0.741596,4,1.211615,0.491596,qdf
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,0.068238,0.741464,0.129624,0.060674,2,1.211657,0.491464,qdf
N#Cc1ccccc1C#N,0.740784,0.129224,0.071937,0.058055,1,1.213696,0.490784,qdf
FC(F)(F)c1ccccc1,0.740332,0.124306,0.081836,0.053527,1,1.216635,0.490332,qdf
CC/C=C\C,0.071718,0.740279,0.129917,0.058085,2,1.214814,0.490279,qdf
Cc1c2ccccc2c(C)c3ccccc13,0.049918,0.104109,0.739986,0.105987,3,1.220319,0.489985,qdf
CCCCCOC(=O)CC,0.055194,0.077138,0.739693,0.127975,3,1.217159,0.489693,qdf
C1c2ccccc2c3ccc4ccccc4c13,0.049777,0.101950,0.109061,0.739212,4,1.222182,0.489212,qdf
c1ccc(cc1)c2ccccc2,0.052070,0.123736,0.085635,0.738559,4,1.221558,0.488559,qdf
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4,0.060975,0.738485,0.067049,0.133491,2,1.218272,0.488485,qdf
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,0.129075,0.738445,0.077793,0.054687,2,1.220166,0.488445,qdf
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,0.051860,0.124057,0.738021,0.086063,3,1.222908,0.488021,qdf
Nc1cc[nH]c(=O)n1,0.100609,0.737803,0.112071,0.049517,2,1.225572,0.487803,qdf
CC=CC=O,0.049678,0.114067,0.098500,0.737756,4,1.225503,0.487756,qdf
CCCCCOC(=O)C,0.134939,0.061693,0.065930,0.737437,4,1.220526,0.487437,qdf
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,0.108365,0.737253,0.049187,0.105195,2,1.227151,0.487253,qdf
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,0.082621,0.127867,0.052647,0.736866,4,1.224860,0.486866,qdf
CCCOC(=O)CC,0.736794,0.098159,0.049507,0.115540,1,1.227799,0.486795,qdf
CCCCC,0.736640,0.054640,0.077174,0.131546,1,1.224156,0.486640,qdf
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,0.120436,0.736403,0.093057,0.050104,2,1.228028,0.486403,qdf
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,0.048989,0.104208,0.110483,0.736321,4,1.229426,0.486320,qdf
CCc1ccccc1CC,0.124491,0.089701,0.050529,0.735278,4,1.230065,0.485278,qdf
OCCOc1ccccc1,0.105113,0.111544,0.048598,0.734745,4,1.233336,0.484745,qdf
C1Cc2ccccc2C1,0.106251,0.110561,0.048542,0.734646,4,1.233620,0.484646,qdf
NC(=O)c1ccccc1O,0.734193,0.056958,0.137047,0.071802,1,1.228528,0.484193,qdf
CCCC(C)(C)C,0.107590,0.110199,0.048340,0.733872,4,1.235559,0.483872,qdf
CCCCCCCC(C)O,0.733164,0.058244,0.069488,0.139104,1,1.230391,0.483164,qdf
Cc1cccc2c1ccc3ccccc32,0.091368,0.126299,0.049749,0.732584,4,1.236686,0.482584,qdf
CC(C)C(C)O,0.730875,0.070057,0.057523,0.141545,1,1.235499,0.480875,qdf
CCC1(CC)C(=O)NC(=O)N(C)C1=O,0.049177,0.128784,0.092179,0.729860,4,1.243152,0.479860,qdf
NC(=O)N,0.110336,0.047356,0.112802,0.729505,4,1.246302,0.479505,qdf
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.088597,0.132252,0.729297,0.049854,3,1.243598,0.479297,qdf
CCCOC(C)C,0.728347,0.078560,0.052852,0.140241,1,1.243034,0.478347,qdf
OCC1OC(O)(CO)C(O)C1O,0.047869,0.124813,0.099101,0.728218,4,1.248301,0.478218,qdf
COc1ccc(C=CC)cc1,0.097480,0.048026,0.727883,0.126611,3,1.248793,0.477883,qdf
CCCC(O)C=C,0.077749,0.727151,0.053034,0.142066,2,1.245428,0.477151,qdf
C1c2ccccc2c3cc4ccccc4cc13,0.726229,0.146710,0.070358,0.056702,1,1.245575,0.476230,qdf
CNC(=O)Oc1ccccc1C2OCCO2,0.064662,0.726166,0.060908,0.148264,2,1.244879,0.476166,qdf
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0.096689,0.129373,0.726061,0.047878,3,1.252834,0.476061,qdf
c1ccnnc1,0.048109,0.094760,0.131624,0.725507,4,1.253675,0.475507,qdf
O=C1NC(=O)c2ccccc12,0.050097,0.725177,0.139130,0.085596,2,1.252007,0.475177,qdf
CCc1cccc2ccccc12,0.143952,0.723947,0.051576,0.080525,2,1.253189,0.473947,qdf
C1=Cc2cccc3cccc1c23,0.051617,0.145924,0.079975,0.722484,4,1.256175,0.472484,qdf
CC(C)(C)CCO,0.722116,0.046111,0.123086,0.108688,1,1.263838,0.472116,qdf
CC(C)=CCCC(O)(C)C=C,0.098026,0.132966,0.047133,0.721875,4,1.262634,0.471875,qdf
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,0.721206,0.057978,0.067557,0.153259,1,1.255613,0.471206,qdf
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2,0.151892,0.071954,0.055152,0.721002,4,1.256988,0.471002,qdf
CC(C)N(=O)=O,0.719865,0.070754,0.055729,0.153652,1,1.259058,0.469865,qdf
CC=C,0.098289,0.719515,0.135384,0.046812,2,1.267989,0.469515,qdf
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,0.045452,0.719201,0.113796,0.121550,2,1.271061,0.469202,qdf
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,0.050237,0.148013,0.718877,0.082873,3,1.264809,0.468877,qdf
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,0.057761,0.067413,0.156557,0.718269,4,1.261638,0.468269,qdf
CN(C)c1nc(nc(n1)N(C)C)N(C)C,0.717022,0.110396,0.045289,0.127294,1,1.275824,0.467022,qdf
CCCCC(O)CC,0.142289,0.094606,0.047047,0.716058,4,1.274614,0.466058,qdf
Oc1cccc2ccccc12,0.106378,0.045378,0.132909,0.715334,4,1.279054,0.465334,qdf
OC1CCCCC1,0.106817,0.132794,0.045309,0.715080,4,1.279704,0.465080,qdf
Nc1cc(nc(N)n1=O)N2CCCCC2,0.061872,0.160945,0.062146,0.715038,4,1.267643,0.465038,qdf
C=CC=C,0.136443,0.045710,0.715019,0.102828,3,1.279039,0.465019,qdf
Cc1ccccc1N(=O)=O,0.155432,0.714738,0.051506,0.078324,2,1.271929,0.464738,qdf
Cc1ccc(C)c(C)c1,0.053071,0.714384,0.157826,0.074718,2,1.271454,0.464384,qdf
CC(C)CCOC(=O)C,0.098996,0.140856,0.046115,0.714033,4,1.280260,0.464033,qdf
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,0.044637,0.115521,0.125927,0.713915,4,1.283457,0.463915,qdf
CCOc1ccccc1,0.117364,0.125498,0.044421,0.712717,4,1.286337,0.462717,qdf
CCCCCCCCCC(=O)OC,0.117181,0.044310,0.126660,0.711849,4,1.288320,0.461849,qdf
c1cc2ccc3cccc4ccc(c1)c2c34,0.045911,0.143977,0.711434,0.098678,3,1.285799,0.461434,qdf
CCN2c1ccccc1N(C)C(=O)c3cccnc23,0.711245,0.061490,0.062131,0.165134,1,1.275161,0.461245,qdf
CC(C)C(C)C(C)C,0.115481,0.129734,0.710574,0.044211,3,1.291081,0.460574,qdf
C/C1CCC(\C)CC1,0.101802,0.142698,0.045344,0.710156,4,1.289426,0.460156,qdf
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0.044546,0.709675,0.137072,0.108706,2,1.292081,0.459675,qdf
Oc1cccc(O)c1,0.709479,0.059338,0.166871,0.064311,1,1.278763,0.459479,qdf
Cc1c(cccc1N(=O)=O)N(=O)=O,0.709328,0.044792,0.140098,0.105782,1,1.292219,0.459328,qdf
CCC(C)C,0.070118,0.055118,0.165813,0.708951,4,1.280965,0.458951,qdf
c1ccccc1O,0.708535,0.057371,0.167393,0.066701,1,1.280974,0.458535,qdf
CCCCC#C,0.708177,0.155688,0.088427,0.047708,1,1.289156,0.458177,qdf
c1ccc2c(c1)c3ccccc3c4ccccc24,0.707981,0.103632,0.044909,0.143478,1,1.294600,0.457981,qdf
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,0.045597,0.147890,0.098650,0.707863,4,1.293405,0.457863,qdf
C=CCCC=C,0.135266,0.707717,0.044018,0.112999,2,1.297161,0.457717,qdf
Nc1ccccc1O,0.082406,0.160537,0.049432,0.707625,4,1.287935,0.457625,qdf
Nc1c(C)c[nH]c(=O)n1,0.048318,0.158275,0.707444,0.085962,3,1.289699,0.457444,qdf
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,0.109364,0.706999,0.139418,0.044219,2,1.298079,0.456999,qdf
Cc1ncc(N(=O)=O)n1CCO,0.163973,0.082030,0.049348,0.704649,4,1.293737,0.454648,qdf
CCC(C)CC,0.088663,0.047381,0.159385,0.704570,4,1.296595,0.454570,qdf
Oc1ccc(C=O)cc1,0.704246,0.155464,0.094180,0.046111,1,1.299396,0.454246,qdf
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,0.129748,0.043133,0.123597,0.703523,4,1.307597,0.453523,qdf
CCCC/C=C/C,0.703052,0.056947,0.066702,0.173299,1,1.291553,0.453052,qdf
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,0.045333,0.153988,0.097831,0.702848,4,1.303597,0.452848,qdf
c1ccc2cc3ccccc3cc2c1,0.044737,0.151359,0.101442,0.702462,4,1.305621,0.452462,qdf
CC1(C)C2CCC1(C)C(=O)C2,0.134425,0.042951,0.701372,0.121252,3,1.312232,0.451372,qdf
C1CCCCC1,0.701133,0.078687,0.050351,0.169829,1,1.299252,0.451133,qdf
N(Nc1ccccc1)c2ccccc2,0.060886,0.176816,0.700506,0.061792,3,1.295740,0.450506,qdf
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,0.061663,0.177128,0.060990,0.700219,4,1.296273,0.450219,qdf
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,0.146571,0.699274,0.110753,0.043403,2,1.314963,0.449274,qdf
CC1(C)C2CCC1(C)C(O)C2,0.171916,0.078820,0.050173,0.699091,4,1.303241,0.449091,qdf
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,0.698541,0.102139,0.044347,0.154973,1,1.313938,0.448541,qdf
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,0.042498,0.138612,0.121834,0.697055,4,1.321744,0.447055,qdf
C#C,0.696837,0.094005,0.045645,0.163513,1,1.314247,0.446837,qdf
CCCC(C)C,0.042507,0.120431,0.140566,0.696497,4,1.322767,0.446497,qdf
CC(O)c1ccccc1,0.043165,0.110663,0.696150,0.150021,3,1.321480,0.446151,qdf
Cc1ccc(N)cc1,0.695852,0.115015,0.146358,0.042775,1,1.323161,0.445852,qdf
Cc1cccc2c(C)cccc12,0.109881,0.695729,0.151180,0.043210,2,1.322139,0.445729,qdf
CCCCCCCCC(=O)OC,0.061374,0.695308,0.060921,0.182397,2,1.305327,0.445308,qdf
c1ccccc1NC(=O)c2c(O)cccc2,0.694836,0.082536,0.048577,0.174052,1,1.312999,0.444836,qdf
CCCC(=C)C,0.042671,0.114594,0.148613,0.694122,4,1.326691,0.444122,qdf
COC(=O)c1cc(O)c(O)c(O)c1,0.042084,0.125038,0.139049,0.693829,4,1.329076,0.443829,qdf
CCCC,0.161609,0.044197,0.100847,0.693347,4,1.323931,0.443347,qdf
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,0.693071,0.041989,0.125860,0.139079,1,1.330792,0.443071,qdf
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2,0.174216,0.047603,0.085279,0.692902,4,1.317937,0.442902,qdf
CCOC(=O)C=Cc1ccccc1,0.089297,0.691907,0.046443,0.172353,2,1.321719,0.441907,qdf
CCc1ccc2ccccc2c1,0.074863,0.691755,0.051481,0.181901,2,1.315323,0.441755,qdf
Oc1cccc2ncccc12,0.049758,0.078843,0.179673,0.691726,4,1.317130,0.441726,qdf
c1ccccc1(OC(=O)NC),0.049299,0.691717,0.178948,0.080036,2,1.317696,0.441717,qdf
CCc1ccccc1C,0.119834,0.146480,0.042119,0.691567,4,1.333140,0.441567,qdf
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,0.690936,0.093295,0.045455,0.170314,1,1.325429,0.440936,qdf
Cc1cccc2c1Cc3ccccc32,0.094030,0.169811,0.690865,0.045295,3,1.325900,0.440865,qdf
C1Cc2cccc3cccc1c23,0.128330,0.139180,0.690775,0.041715,3,1.335953,0.440775,qdf
Cc1ncnc2nccnc12,0.690615,0.187396,0.061145,0.060843,1,1.313783,0.440615,qdf
CNN,0.131646,0.690495,0.041635,0.136223,2,1.336742,0.440495,qdf
Cc1cc(C)cc(C)c1,0.073701,0.183873,0.051980,0.690447,4,1.317231,0.440447,qdf
CCCCCCCC=C,0.057248,0.065224,0.690226,0.187302,3,1.314924,0.440226,qdf
CCc1ccc(CC)cc1,0.081842,0.048561,0.179635,0.689962,4,1.321799,0.439962,qdf
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),0.055072,0.068186,0.187719,0.689024,4,1.317813,0.439024,qdf
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,0.133736,0.688869,0.041462,0.135934,2,1.340330,0.438869,qdf
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,0.070518,0.053610,0.187195,0.688677,4,1.319200,0.438677,qdf
O=N(=O)OCC(CON(=O)=O)ON(=O)=O,0.688560,0.099923,0.167448,0.044068,1,1.332936,0.438560,qdf
NC(=O)c1ccccc1,0.091423,0.688071,0.174778,0.045728,2,1.329991,0.438071,qdf
CCCCCCC(=O)OCC,0.065998,0.056520,0.189965,0.687517,4,1.319905,0.437517,qdf
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,0.075992,0.188657,0.684722,0.050629,3,1.328519,0.434722,qdf
O=c1[nH]cnc2nc[nH]c12,0.684688,0.089386,0.046066,0.179860,1,1.335275,0.434688,qdf
CCCCCO,0.684649,0.045620,0.091187,0.178544,1,1.336257,0.434649,qdf
Cc1ccc2c(ccc3ccccc32)c1,0.042390,0.110519,0.684203,0.162887,3,1.345545,0.434203,qdf
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,0.684170,0.106473,0.042868,0.166490,1,1.344109,0.434170,qdf
o1c2ccccc2c3ccccc13,0.061267,0.060341,0.194505,0.683886,4,1.325588,0.433886,qdf
Cc1cc(C)cc(O)c1,0.057293,0.683313,0.064716,0.194678,2,1.326976,0.433313,qdf
CCCC=O,0.120413,0.041463,0.155150,0.682973,4,1.350921,0.432973,qdf
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,0.161910,0.682830,0.113226,0.042034,2,1.349156,0.432830,qdf
CCCc1ccccc1,0.192927,0.072743,0.682237,0.052093,3,1.331449,0.432237,qdf
CCCC(C)(COC(N)=O)COC(N)=O,0.101203,0.043484,0.681225,0.174089,3,1.347467,0.431225,qdf
Oc2ncc1nccnc1n2,0.113645,0.041900,0.681180,0.163275,3,1.352523,0.431181,qdf
CCCCC(C)O,0.197035,0.064427,0.057421,0.681117,4,1.330694,0.431117,qdf
CCCCCCCCCC(C)O,0.086044,0.046823,0.186093,0.681041,4,1.340158,0.431041,qdf
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,0.075883,0.050486,0.193549,0.680082,4,1.336619,0.430082,qdf
CNC(=O)Oc1cccc2CC(C)(C)Oc12,0.056410,0.680076,0.197839,0.065675,2,1.332738,0.430076,qdf
C1OC1c2ccccc2,0.129454,0.040643,0.677670,0.152233,3,1.363446,0.427670,qdf
CC1=C(CCCO1)C(=O)Nc2ccccc2,0.113445,0.167418,0.677421,0.041716,3,1.359714,0.427421,qdf
CC(O)C(C)(C)C,0.105827,0.677214,0.174354,0.042605,2,1.357042,0.427214,qdf
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,0.675793,0.201732,0.054876,0.067598,1,1.340505,0.425793,qdf
CC(C)CC(C)C,0.200975,0.052617,0.071257,0.675151,4,1.342942,0.425151,qdf
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0.166617,0.041192,0.117561,0.674630,4,1.366479,0.424630,qdf
CCOC(=O)c1ccc(O)cc1,0.048872,0.197868,0.079209,0.674052,4,1.348666,0.424052,qdf
CN(C)C(=O)C,0.044905,0.092329,0.673832,0.188934,3,1.356360,0.423832,qdf
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,0.136002,0.040163,0.150228,0.673607,4,1.372541,0.423607,qdf
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,0.053741,0.069232,0.673430,0.203598,3,1.345007,0.423430,qdf
CCOC(C)OCC,0.040032,0.143710,0.143279,0.672979,4,1.374211,0.422979,qdf
OCCCC=C,0.672017,0.061570,0.059510,0.206903,1,1.345498,0.422017,qdf
C1CCCC1,0.671379,0.107766,0.178767,0.042088,1,1.368664,0.421379,qdf
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,0.128598,0.040268,0.160033,0.671101,4,1.376345,0.421101,qdf
CCC(C)(C)O,0.052306,0.071489,0.206371,0.669834,4,1.351848,0.419834,qdf
NC(=O)c1cccnc1,0.668740,0.050533,0.205814,0.074913,1,1.355268,0.418740,qdf
CCCC=C(CC)C=O,0.177365,0.041402,0.112539,0.668695,4,1.375666,0.418695,qdf
O=C(c1ccccc1)c2ccccc2,0.108574,0.041869,0.180964,0.668593,4,1.374082,0.418593,qdf
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,0.206074,0.050366,0.668316,0.075243,3,1.356130,0.418316,qdf
CC12CCC(CC1)C(C)(C)O2,0.041009,0.116083,0.174867,0.668040,4,1.378314,0.418040,qdf
O=C1c2ccccc2C(=O)c3ccccc13,0.119539,0.174075,0.665787,0.040599,3,1.383769,0.415787,qdf
CC(C)OC=O,0.665488,0.043183,0.099288,0.192041,1,1.374757,0.415488,qdf
O=C1CCC(=O)N1,0.664469,0.170564,0.124828,0.040139,1,1.388000,0.414469,qdf
N(c1ccccc1)c2ccccc2,0.181879,0.041185,0.112812,0.664123,4,1.384038,0.414123,qdf
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,0.075633,0.663835,0.210476,0.050055,2,1.363580,0.413835,qdf
Cc1ccncc1C,0.039539,0.135242,0.663202,0.162017,3,1.392990,0.413202,qdf
CCC(=O)OC,0.162581,0.039532,0.662906,0.134980,3,1.393509,0.412906,qdf
CCCCCCc1ccccc1,0.055396,0.066213,0.215589,0.662802,4,1.361077,0.412802,qdf
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23,0.662706,0.064617,0.056583,0.216094,1,1.360795,0.412706,qdf
Cc1occc1C(=O)Nc2ccccc2,0.195999,0.099275,0.043061,0.661665,4,1.381263,0.411665,qdf
